Days,Time,Building and Room,Seats,Enrolled,Waits,Dept_name,ClassName,Professor,
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, An, 
M------, 1:00P-1:50P, Brauer Hall / 012, 999, 25, 0, INST OF MATERIAL SCI & ENGINEERING(I52), IMSE Graduate Seminar, Mishra, 
TBA, , TBA, 999, 2, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Flores, 
TBA, , TBA, 999, 2, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Bae, 
TBA, , TBA, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Kelton, 
TBA, , TBA, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Sadtler, 
TBA, , TBA, 999, 1, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Singamaneni, 
TBA, , TBA, 20, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Yang, 
TBA, , TBA, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Hayes, 
TBA, , TBA, 999, 1, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Mishra, 
TBA, , TBA, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Thimsen, 
TBA, , TBA, 999, 1, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, MacEwan, 
TBA, , TBA, 999, 1, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Guan, 
TBA, , TBA, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Berezin, 
TBA, , TBA, 999, 1, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Wang, 
TBA, , TBA, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Tang, 
TBA, , (None) /, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Oyen, 
TBA, , (None) /, 999, 1, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Huebsch, 
-T-R---, 2:30P-3:50P, January Hall / 110, 0, 19, 0, INTERDISCIPLINARY STUDIES(I50), Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRiper Bumpers, 
-T-----, 5:30P-7:00P, Eads / 116, 30, 19, 0, INTERDISCIPLINARY STUDIES(I50), McDonnell Academy Global Leadership Seminar, Benoist Dirks, 
-T-----, 6:00P-8:52P, AB Law Bldg / 401, 100, 84, 0, LAW(W77), Contracts - LLM Only (Haller), Stephen Haller, 
M------, 6:00P-8:52P, AB Law Bldg / 305, 85, 68, 0, LAW(W77), Corporations - LLM Only (Kershman), John Kershman, 
--W----, 4:00P-5:52P, AB Law Bldg / 204, 119, 117, 0, LAW(W77), Legal Profession - LLM Only (Kuehn), Bob Kuehn, 
M------, 4:00P-5:52P, AB Law Bldg / 312, 15, 12, 0, LAW(W77), Estate and Wealth Law Theory and Practice (Stanley/Jump), Douglas Stanley Anne Jump, 
M------, 6:00P-8:52P, AB Law Bldg / 403, 15, 14, 0, LAW(W77), Accounting for Tax Lawyers (Schwerin), Michelle Schwerin, 
--W----, 8:00A-9:52A, AB Law Bldg / 312, 15, 7, 0, LAW(W77), Tax Considerations in Choice of Legal Entity (Nathanson/Barr), Jay Nathanson Cassie Barr, 
-T-----, 9:00A-9:52A, AB Law Bldg / 310, 60, 41, 0, LAW(W77), Intro. to U.S. Law and Methods I, Kate Finn, 
-T-----, 11:00A-11:52A, AB Law Bldg / 310, 62, 61, 0, LAW(W77), Intro. to U.S. Law and Methods I, Kate Finn, 
--W----, 8:00A-8:52A, AB Law Bldg / 310, 50, 39, 0, LAW(W77), Intro. to U.S. Law and Methods I, Kate Finn, 
----F--, 9:00A-9:52A, AB Law Bldg / 204, 50, 47, 0, LAW(W77), Intro. to U.S. Law and Methods I, Wei Luo, 
----F--, 10:00A-10:52A, AB Law Bldg / 204, 50, 47, 0, LAW(W77), Intro. to U.S. Law and Methods I, Wei Luo, 
----F--, 11:00A-11:52A, AB Law Bldg / 204, 53, 47, 0, LAW(W77), Intro. to U.S. Law and Methods I, Wei Luo, 
M-W----, 2:30P-3:50P, Simon / 023, 75, 74, 0, BEYOND BOUNDARIES(I60), Morality and Markets, Boumgarden Van Engen, 
----F--, 9:30A-11:20A, Eads / 203, 10, 8, 0, Div of Computational and Data Sciences(I53), Introduction to Graduate Research in Computational and Data Sciences, Montgomery, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Foraker, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Fowler, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Brent, 
TBA, , TBA, 999, 0, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Montgomery, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Garnett Montgomery, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Lai, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Yeoh, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Barch, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Sotiras, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Ho, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Butler-Barnes, 
TBA, , TBA, 999, 2, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Hammond, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Juba, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Dosenbach, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Kool, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Gordon, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, Kannampallil, 
TBA, , TBA, 999, 1, 0, Div of Computational and Data Sciences(I53), Computational & Data Sciences Doctoral Research, An, 
M------, 1:00P-1:50P, Brauer Hall / 012, 999, 25, 0, INST OF MATERIAL SCI & ENGINEERING(I52), IMSE Graduate Seminar, Mishra, 
TBA, , TBA, 999, 2, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Flores, 
TBA, , TBA, 999, 2, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Bae, 
TBA, , TBA, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Kelton, 
TBA, , TBA, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Sadtler, 
TBA, , TBA, 999, 1, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Singamaneni, 
TBA, , TBA, 20, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Yang, 
TBA, , TBA, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Hayes, 
TBA, , TBA, 999, 1, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Mishra, 
TBA, , TBA, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Thimsen, 
TBA, , TBA, 999, 1, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, MacEwan, 
TBA, , TBA, 999, 1, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Guan, 
TBA, , TBA, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Berezin, 
TBA, , TBA, 999, 1, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Wang, 
TBA, , TBA, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Tang, 
TBA, , (None) /, 999, 0, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Oyen, 
TBA, , (None) /, 999, 1, 0, INST OF MATERIAL SCI & ENGINEERING(I52), Doctoral Research, Huebsch, 
-T-R---, 2:30P-3:50P, January Hall / 110, 0, 19, 0, INTERDISCIPLINARY STUDIES(I50), Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRiper Bumpers, 
-T-----, 5:30P-7:00P, Eads / 116, 30, 19, 0, INTERDISCIPLINARY STUDIES(I50), McDonnell Academy Global Leadership Seminar, Benoist Dirks, 
--W----, 2:10P-3:00P, TBA, 30, 1, 0, MILITARY AEROSPACE SCIENCE(I02), Heritage and Values of the United States Air Force 1, AF Assistant Professor, 
--W----, 3:30P-5:30P, TBA, 30, 1, 0, MILITARY AEROSPACE SCIENCE(I02), Heritage and Values of the United States Air Force 1, AF Asst. Professor, 
--W----, 1:10P-2:00P, TBA, 30, 3, 0, MILITARY AEROSPACE SCIENCE(I02), Team and Leadership Fundamentals 1, AF Asst. Professor, 
--W----, 3:30P-5:30P, TBA, 30, 3, 0, MILITARY AEROSPACE SCIENCE(I02), Team and Leadership Fundamentals 1, AF Asst. Professor, 
--W----, 6:00P-9:00P, TBA, 30, 1, 0, MILITARY AEROSPACE SCIENCE(I02), Leading People and Effective Communication 1, AF Asst. Professor, 
--W----, 3:30P-5:30P, TBA, 30, 1, 0, MILITARY AEROSPACE SCIENCE(I02), Leading People and Effective Communication 1, AF Asst. Professor, 
-T-----, 10:00A-11:20A, Mallinckrodt / 302, 25, 14, 0, MILITARY SCIENCE(I25), Introduction to Leadership I, Goode, 
-T-R---, 1:00P-2:20P, Wrighton / 301, 15, 5, 0, MILITARY SCIENCE(I25), Innovative Team Leadership, Wheat, 
-T-R---, 2:30P-3:50P, Lopata Hall / 229, 30, 5, 0, MILITARY SCIENCE(I25), Adaptive Team Leadership, Waters, 
M-W----, 2:30P-3:50P, Lopata House / 23, 30, 1, 0, MILITARY SCIENCE(I25), Adaptive Team Leadership, Waters, 
-T-R---, 1:00P-2:20P, Lopata Hall / 103, 25, 6, 0, MILITARY SCIENCE(I25), Adaptive Leadership, Kuderka, 
M-W----, 1:00P-2:20P, January Hall / 20, 25, 3, 0, MILITARY SCIENCE(I25), Adaptive Leadership, Kuderka, 
-T-----, 5:00P-7:00P, North Campus / 1124, 30, 7, 0, MILITARY SCIENCE(I25), Modern American Military History, Copeland, 
------S-----S-----F------F--, 8:00A-4:00P8:00A-5:00P9:00A-12:00P1:00P-5:00P, TBATBAHillman / 300   Hillman / 300, 18, 6, 0, Practice Methods(S60), Community Development with American Indian and Other Indigenous Communities, Jorgensen, 
--W----, 9:00A-12:00P, Goldfarb / 246, 15, 8, 0, Practice Methods(S60), Fundamentals of Community Organizing, Metzger, 
---R---, 1:00P-4:00P, Hillman / 110, 18, 8, 0, Practice Methods(S60), Development Practice in International Settings, Tucker, 
-----SS, 9:00A-3:00P, Goldfarb / 246, 18, 7, 0, Practice Methods(S60), Social & Economic Development Redevelopment: East St Louis Seminar Part I, Kirkland, 
M------, 9:00A-12:00P, Goldfarb / 124, 20, 12, 0, Brown PhD(S90), Foundations of Data Analysis, Jonson-Reid, 
M------, 1:00P-3:00P, Goldfarb / 124, 15, 12, 0, Brown PhD(S90), Foundations of Data Analysis, Chen, 
--W----, 1:00P-4:00P, Goldfarb / 124, 20, 16, 0, Brown PhD(S90), Foundations of Data Management I, Drake, 
-T-----, 1:00P-4:00P, Hillman / 110, 16, 7, 0, Brown PhD(S90), Quantitative Methods for Health Policy Analysis, Brown, 
M------, 9:00A-12:00P, Hillman / 370, 20, 19, 0, Brown PhD(S90), Applied Deep Learning Using Health Data, An, 
---R---, 1:00P-4:00P, Hillman / 270, 18, 13, 0, Brown PhD(S90), System Dynamics Simulation for Strategic Design, Ballard, 
-T-----, 9:00A-12:00P, Hillman / 270, 18, 10, 0, Brown PhD(S90), Mixed Methods Research: Foundations & Applications, Cabassa-Torres, 
--W----, 4:00P-7:00P, Remote / MED, 0, 10, 0, Brown PhD(S90), Introduction to Dissemination & Implementation Science, Baumann Walker, 
--W----, 9:00A-12:00P, Goldfarb / 38, 20, 19, 0, Brown PhD(S90), Introduction to Advanced Research, Ssewamala, 
-T-----, 9:00A-12:00P, Hillman / 370, 20, 18, 0, Brown PhD(S90), Conceptual Foundations of Social Science Research, Fowler, 
TBA, , See Dept /, 20, 1, 0, Brown PhD(S90), Practicum in Research I, Foust, 
TBA, , See Dept /, 20, 0, 0, Brown PhD(S90), Practicum in Research I, Richard, 
TBA, , See Dept /, 20, 0, 0, Brown PhD(S90), Practicum in Teaching I, Foust, 
TBA, , See Dept /, 20, 0, 0, Brown PhD(S90), Practicum in Teaching I, Richard, 
TBA, , See Dept /, 20, 1, 0, Brown PhD(S90), Practicum in Teaching I, Ssewamala, 
TBA, , See Dept /, 20, 1, 0, Brown PhD(S90), Practicum in Teaching I, Rubemeyer, 
TBA, , See Dept /, 20, 1, 0, Brown PhD(S90), Practicum in Teaching I, Park, 
TBA, , See Dept /, 20, 1, 0, Brown PhD(S90), Practicum in Teaching I, Caburnay, 
TBA, , See Dept /, 20, 0, 0, Brown PhD(S90), Practicum in Teaching II, Foust, 
TBA, , See Dept /, 20, 0, 0, Brown PhD(S90), Practicum in Teaching II, Richard, 
TBA, , TBA, 0, 1, 0, Brown PhD(S90), Practicum in Teaching II, Park, 
TBA, , TBA, 0, 1, 0, Brown PhD(S90), Practicum in Teaching II, Ssewamala, 
TBA, , TBA, 0, 1, 0, Brown PhD(S90), Practicum in Teaching II, Ahn, 
TBA, , See Dept /, 0, 1, 0, Brown PhD(S90), Practicum in Teaching II, Duncan, 
TBA, , See Dept /, 0, 1, 0, Brown PhD(S90), Practicum in Teaching II, Barbier, 
TBA, , See Dept /, 0, 1, 0, Brown PhD(S90), Practicum in Teaching II, Eyler, 
TBA, , See Dept /, 0, 1, 0, Brown PhD(S90), Practicum in Teaching II, Han, 
TBA, , See Dept /, 0, 1, 0, Brown PhD(S90), Practicum in Teaching II, Baumann Walker, 
TBA, , See Dept /, 20, 0, 0, Brown PhD(S90), Practicum in Teaching III, Foust, 
TBA, , See Dept /, 20, 0, 0, Brown PhD(S90), Practicum in Teaching III, Richard, 
TBA, , See Dept /, 0, 1, 0, Brown PhD(S90), Practicum in Teaching III, Hobson, 
TBA, , See Dept /, 0, 1, 0, Brown PhD(S90), Practicum in Teaching III, Auslander, 
TBA, , See Dept /, 0, 1, 0, Brown PhD(S90), Practicum in Teaching III, McQueen, 
TBA, , See Dept /, 0, 1, 0, Brown PhD(S90), Practicum in Teaching III, Patton, 
--W----, 12:00P-1:00P, Goldfarb / 124, 20, 19, 0, Brown PhD(S90), Professional Development Seminar I, Cabassa-Torres, 
M------, 12:00P-1:00P, Goldfarb / 359, 15, 12, 0, Brown PhD(S90), T32 Seminar in Mental Health & Addictions Services Research, Cabassa-Torres Goldbach, 
---R---, 9:00A-12:00P, Hillman / 200, 15, 10, 0, Brown PhD(S90), Propensity Score Analysis, Guo, 
---R---, 9:00A-12:00P, Hillman / 370, 15, 10, 0, Brown PhD(S90), Propensity Score Analysis, Sun, 
-T-----, 1:00P-4:00P, Goldfarb / 135, 15, 12, 0, Brown PhD(S90), Generalized Linear Models, Guo, 
M------, 1:00P-4:00P, Hillman / 270, 15, 6, 0, Brown PhD(S90), Introduction to Agent-based Modeling, Hammond, 
TBA, , See Dept /, 0, 0, 0, Brown PhD(S90), Independent Study I, Cabassa-Torres, 
TBA, , See Dept /, 0, 0, 0, Brown PhD(S90), Independent Study I, Richard, 
TBA, , See Dept /, 0, 1, 0, Brown PhD(S90), Independent Study I, Childs, 
TBA, , See Dept /, 0, 0, 0, Brown PhD(S90), Mentored Independent Teaching Experience, Foust, 
TBA, , See Dept /, 0, 0, 0, Brown PhD(S90), Mentored Independent Teaching Experience, Richard, 
TBA, , See Instructor / NONE, 0, 1, 0, Brown PhD(S90), Mentored Independent Teaching Experience, Hobson, 
TBA, , See Instructor / NONE, 0, 0, 0, Brown PhD(S90), Mentored Assistant Teaching Experience, Foust, 
TBA, , See Instructor / NONE, 0, 0, 0, Brown PhD(S90), Mentored Assistant Teaching Experience, Richard, 
---R---, 4:00P-6:52P, AB Law Bldg / 306, 50, 20, 0, Practice Methods(S65), American Indian Law, Steven Gunn, 
---R---, 1:00P-4:00P, Hillman / 270, 18, 13, 0, Practice Methods(S65), System Dynamics Modeling for Strategic Design, Ballard, 
M------, 9:00A-12:00P, Hillman / 130, 27, 25, 0, Master of Public Health (MPH)(S55), Research Methods, Eyler, 
--W----, 9:00A-12:00P, Goldfarb / 37, 25, 12, 0, Master of Public Health (MPH)(S55), Research Methods, Eyler, 
-T-----, 1:00P-4:00P, Hillman / 130, 25, 17, 0, Master of Public Health (MPH)(S55), Research Methods, Shields, 
-T-----, 9:00A-12:00P, Goldfarb / 33, 25, 20, 0, Master of Public Health (MPH)(S55), Research Methods, Shields, 
-T-----, 1:00P-4:00P, Goldfarb / 39, 24, 22, 0, Master of Public Health (MPH)(S55), Health Behavior & Health Promotion, Hudson, 
--W----, 9:00A-12:00P, Goldfarb / 135, 20, 18, 0, Master of Public Health (MPH)(S55), Health Behavior & Health Promotion, Caburnay, 
--W----, 9:00A-12:00P, Hillman / 120, 35, 32, 0, Master of Public Health (MPH)(S55), Epidemiology, Hobson, 
----F--, 9:00A-12:00P, Remote / SW, 30, 25, 0, Master of Public Health (MPH)(S55), Epidemiology, Maddipati, 
---R---, 1:00P-4:00P, Hillman / 120, 25, 18, 0, Master of Public Health (MPH)(S55), Epidemiology, Effah, 
-T-----, 9:00A-12:00P, Hillman / 120, 25, 19, 0, Master of Public Health (MPH)(S55), Health Administration & Policy, McMurtry, 
M------, 9:00A-12:00P, Goldfarb / 37, 25, 19, 0, Master of Public Health (MPH)(S55), Health Administration & Policy, Mason, 
M------, 12:00P-1:00P, (None) /, 125, 84, 0, Master of Public Health (MPH)(S55), Cross-Cutting Themes in Public Health, Duncan, 
-----S-, 9:00A-4:30P, Hillman / 120, 20, 19, 0, Master of Public Health (MPH)(S55), Skill Lab: Grant Writing: Foundation Grants, Cameron, 
M------, 9:00A-12:00P, Goldfarb / 246, 15, 9, 0, Master of Public Health (MPH)(S55), Skill Lab: Grant Writing: Government Grants, Wilke, 
--W----, 1:00P-4:00P, Goldfarb / 359, 18, 16, 0, Master of Public Health (MPH)(S55), Social Entrepreneurship, Cameron, 
--W----, 9:00A-12:00P, Goldfarb / 359, 18, 11, 0, Master of Public Health (MPH)(S55), Social Innovation, Cameron, 
---R---, 1:00P-4:00P, Goldfarb / 124, 20, 9, 0, Master of Public Health (MPH)(S55), Global Health, Tetteh, 
-T-----, 1:00P-4:00P, Hillman / 110, 16, 7, 0, Master of Public Health (MPH)(S55), Quantitative Methods for Health Policy Analysis, Brown, 
-T-----, 5:30P-8:30P, Hillman / 130, 26, 20, 0, Master of Public Health (MPH)(S55), TPS: Global Mental Health, Bayetti, 
---R---, 5:30P-8:30P, Hillman / 200, 18, 13, 0, Master of Public Health (MPH)(S55), Fundamentals of Mental Health for Public Health, Bayetti, 
----FS-, 9:00A-5:00P, Hillman / 270, 18, 9, 0, Master of Public Health (MPH)(S55), Skill Lab: Managing & Leading Teams & People, Gibson, 
-----SS, 9:00A-1:00P, Hillman / 110, 18, 11, 0, Master of Public Health (MPH)(S55), Skill Lab: Strategic Planning & Execution, Cameron, 
---R---, 1:00P-4:00P, Hillman / 200, 20, 19, 0, Master of Public Health (MPH)(S55), Applied Linear Modeling, Waken, 
---R---, 1:00P-4:00P, Hillman / 200, 20, 19, 0, Master of Public Health (MPH)(S55), Applied Linear Modeling, Waken, 
-T-----, 9:00A-12:00P, Goldfarb / 38, 20, 17, 0, Master of Public Health (MPH)(S55), Advanced Data Analysis, Steensma, 
